,country,date,avg_max_temp,avg_min_temp,avg_temp,alpha-3,region
8768,Andorra,2022-09-25,11.8,3.3,6.4,AND,Europe
8769,Finland,2023-05-01,5.0,3.5,4.2,FIN,Europe
8770,Poland,2023-06-29,26.2,13.0,20.1,POL,Europe
8771,Portugal,2022-10-08,28.9,18.0,22.2,PRT,Europe
8772,Bosnia and Herzegovina,2023-01-28,-1.5,-6.9,-4.4,BIH,Europe
8773,Croatia,2023-09-11,31.1,16.4,23.1,HRV,Europe
8774,Bulgaria,2023-03-18,10.0,-1.2,4.4,BGR,Europe
8775,Austria,2023-04-13,9.0,6.6,7.6,AUT,Europe
8776,Bosnia and Herzegovina,2022-11-16,11.7,6.6,8.9,BIH,Europe
8777,Italy,2022-12-19,15.5,7.5,10.3,ITA,Europe
8778,Denmark,2022-12-12,-2.0,-4.0,-3.1,DNK,Europe
8779,Slovenia,2023-05-19,15.1,8.6,11.5,SVN,Europe
8780,Czechia,2022-10-31,19.4,9.9,13.7,CZE,Europe
8781,Croatia,2023-05-17,14.1,10.0,11.6,HRV,Europe
8782,Poland,2023-09-09,28.9,17.6,22.9,POL,Europe
8783,France,2023-05-25,21.5,9.4,15.3,FRA,Europe
8784,Ireland,2023-01-18,5.7,0.6,3.2,IRL,Europe
8785,Slovenia,2022-10-27,17.4,9.2,13.1,SVN,Europe
8786,Montenegro,2022-10-01,20.6,14.0,17.4,MNE,Europe
8787,Kosovo,2023-01-21,3.8,-1.2,1.2,,
8788,Finland,2023-05-15,17.6,8.3,13.4,FIN,Europe
8789,Ireland,2023-01-07,10.5,6.4,7.3,IRL,Europe
8790,North Macedonia,2023-05-22,21.5,11.8,16.6,MKD,Europe
8791,Austria,2022-12-15,1.5,-1.9,0.3,AUT,Europe
8792,Estonia,2022-11-25,-0.5,-2.9,-1.7,EST,Europe
8793,Bosnia and Herzegovina,2023-01-18,7.1,2.9,5.5,BIH,Europe
8794,Serbia,2022-12-01,4.5,2.8,3.8,SRB,Europe
8795,Luxembourg,2023-08-20,29.4,18.3,23.3,LUX,Europe
8796,Ireland,2023-05-22,14.9,10.4,12.2,IRL,Europe
8797,Lithuania,2022-11-16,3.2,0.1,1.7,LTU,Europe
8798,Portugal,2022-09-15,24.2,18.9,21.3,PRT,Europe
8799,Denmark,2022-10-14,15.2,11.5,12.8,DNK,Europe
8800,Latvia,2023-06-24,22.7,14.5,18.0,LVA,Europe
8801,Belarus,2023-05-05,7.9,2.1,4.8,BLR,Europe
8802,Netherlands,2022-10-25,16.4,12.1,14.5,NLD,Europe
8803,Monaco,2023-01-29,11.6,6.0,8.2,MCO,Europe
8804,Hungary,2023-03-06,6.9,1.9,3.9,HUN,Europe
8805,Czechia,2022-10-21,12.7,6.7,9.8,CZE,Europe
8806,Croatia,2022-12-17,1.9,0.0,1.3,HRV,Europe
8807,Austria,2022-10-22,14.0,9.2,11.7,AUT,Europe
8808,Portugal,2023-07-30,29.2,18.1,22.4,PRT,Europe
8809,Czechia,2023-07-23,28.9,14.5,22.1,CZE,Europe
8810,Poland,2022-12-07,2.4,0.2,1.7,POL,Europe
8811,Hungary,2023-07-18,33.3,22.3,27.6,HUN,Europe
8812,Romania,2023-04-21,14.5,8.4,11.1,ROU,Europe
8813,Slovakia,2023-06-13,20.7,8.8,15.3,SVK,Europe
8814,Austria,2023-04-01,13.6,8.3,10.4,AUT,Europe
8815,Czechia,2023-08-26,26.3,17.5,21.8,CZE,Europe
8816,Monaco,2022-12-24,15.2,10.5,12.8,MCO,Europe
8817,Norway,2022-12-23,-6.5,-12.5,-9.1,NOR,Europe
8818,Belarus,2023-05-31,20.5,7.9,13.9,BLR,Europe
8819,Albania,2023-03-07,14.9,5.0,9.6,ALB,Europe
8820,Lithuania,2023-07-04,24.0,13.2,18.7,LTU,Europe
8821,Norway,2022-12-19,-15.6,-17.2,-16.3,NOR,Europe
8822,Germany,2023-03-24,16.0,8.5,11.2,DEU,Europe
8823,Czechia,2023-07-08,30.4,14.1,23.0,CZE,Europe
8824,Spain,2023-03-31,21.6,9.4,15.3,ESP,Europe
8825,Poland,2023-05-10,16.6,5.5,11.5,POL,Europe
8826,North Macedonia,2023-08-15,30.5,18.5,24.1,MKD,Europe
8827,Latvia,2023-06-07,21.2,11.2,16.2,LVA,Europe
8828,Hungary,2023-03-04,14.1,2.9,7.4,HUN,Europe
8829,Croatia,2023-04-04,7.2,1.2,4.4,HRV,Europe
8830,Luxembourg,2022-12-27,4.1,0.1,2.1,LUX,Europe
8831,"Moldova, Republic of",2023-06-01,25.1,12.9,19.6,MDA,Europe
8832,Luxembourg,2023-05-02,13.1,5.5,9.1,LUX,Europe
8833,Bosnia and Herzegovina,2022-11-05,10.7,5.5,8.0,BIH,Europe
8834,Norway,2022-09-19,12.6,4.0,8.4,NOR,Europe
8835,Norway,2022-09-22,13.7,5.5,9.3,NOR,Europe
8836,Luxembourg,2023-09-02,25.9,13.1,18.9,LUX,Europe
8837,Portugal,2023-06-23,33.8,17.0,24.4,PRT,Europe
8838,Montenegro,2022-12-26,13.8,7.1,9.9,MNE,Europe
8839,Czechia,2023-01-25,1.9,-1.9,-0.3,CZE,Europe
8840,Portugal,2023-07-01,30.6,17.8,23.1,PRT,Europe
8841,Albania,2022-10-07,26.1,13.5,19.0,ALB,Europe
8842,Ireland,2023-05-11,12.8,7.9,10.4,IRL,Europe
8843,Bulgaria,2023-02-23,11.9,4.2,7.4,BGR,Europe
8844,Estonia,2023-09-11,23.6,14.0,18.2,EST,Europe
8845,Czechia,2023-06-22,31.4,17.6,24.7,CZE,Europe
8846,Romania,2022-09-19,22.4,10.7,16.7,ROU,Europe
8847,France,2023-07-13,25.5,15.4,20.4,FRA,Europe
8848,Czechia,2023-08-28,19.0,12.0,15.2,CZE,Europe
8849,France,2023-08-22,30.8,18.2,24.0,FRA,Europe
8850,Austria,2023-02-02,4.6,1.5,3.5,AUT,Europe
8851,Finland,2023-01-31,2.5,1.2,1.8,FIN,Europe
8852,Greece,2023-03-17,10.3,5.7,8.0,GRC,Europe
8853,Portugal,2023-06-18,24.9,17.7,20.9,PRT,Europe
8854,Norway,2023-08-11,18.0,10.7,14.2,NOR,Europe
8855,Kosovo,2022-10-05,17.1,5.3,10.7,,
8856,North Macedonia,2023-01-02,12.5,3.8,7.5,MKD,Europe
8857,Greece,2022-11-17,21.2,14.4,17.2,GRC,Europe
8858,North Macedonia,2023-02-08,0.5,-5.5,-2.6,MKD,Europe
8859,Denmark,2022-10-30,14.6,10.2,12.1,DNK,Europe
8860,Serbia,2022-09-26,24.6,14.6,18.6,SRB,Europe
8861,Portugal,2023-03-06,16.1,11.6,13.3,PRT,Europe
8862,Romania,2023-07-19,36.9,22.7,29.9,ROU,Europe
8863,Belarus,2022-10-13,11.8,5.0,7.2,BLR,Europe
8864,Croatia,2022-09-27,16.8,10.8,13.4,HRV,Europe
8865,Finland,2023-04-02,1.1,-0.7,0.0,FIN,Europe
8866,Bulgaria,2023-05-24,22.9,10.5,16.6,BGR,Europe
8867,Monaco,2022-11-21,14.7,10.6,12.7,MCO,Europe
8868,Kosovo,2023-08-19,32.2,17.5,24.8,,
8869,Hungary,2022-11-10,12.6,9.3,11.1,HUN,Europe
8870,Czechia,2023-08-18,28.8,18.6,23.9,CZE,Europe
8871,Estonia,2022-12-28,1.0,-2.4,-0.9,EST,Europe
8872,Croatia,2023-02-17,12.9,1.6,6.5,HRV,Europe
8873,Belarus,2023-06-25,25.3,16.3,20.1,BLR,Europe
8874,Bulgaria,2023-02-25,14.9,1.2,7.5,BGR,Europe
8875,Kosovo,2022-11-02,22.3,11.3,15.4,,
8876,Spain,2023-07-27,34.6,21.4,27.9,ESP,Europe
8877,North Macedonia,2022-09-28,24.4,12.2,18.1,MKD,Europe
8878,Lithuania,2023-05-12,19.4,8.5,14.1,LTU,Europe
8879,Albania,2023-07-09,29.9,19.0,24.5,ALB,Europe
8880,Latvia,2023-07-09,19.2,14.4,17.0,LVA,Europe
8881,"Moldova, Republic of",2023-07-03,29.7,19.0,24.7,MDA,Europe
8882,Germany,2023-02-12,9.6,5.7,7.3,DEU,Europe
8883,Kosovo,2022-11-13,12.9,3.8,7.7,,
8884,Finland,2023-06-20,16.8,13.1,15.3,FIN,Europe
8885,Luxembourg,2023-07-20,23.6,11.6,17.9,LUX,Europe
8886,Austria,2022-12-06,6.5,3.4,4.7,AUT,Europe
8887,Estonia,2022-10-16,13.6,10.0,11.7,EST,Europe
8888,Poland,2023-04-06,3.7,0.3,1.7,POL,Europe
8889,Bulgaria,2023-02-27,10.7,4.6,7.5,BGR,Europe
8890,Finland,2023-05-19,11.2,7.4,8.7,FIN,Europe
8891,Serbia,2022-12-24,10.4,6.6,7.9,SRB,Europe
8892,Serbia,2022-11-26,8.8,3.4,5.8,SRB,Europe
8893,Finland,2022-11-17,1.9,0.1,0.7,FIN,Europe
8894,Croatia,2023-02-23,12.9,5.9,9.1,HRV,Europe
8895,Finland,2023-02-01,0.6,-1.9,-0.6,FIN,Europe
8896,Croatia,2023-04-23,20.2,9.0,14.8,HRV,Europe
8897,Slovakia,2023-05-27,20.9,11.0,15.8,SVK,Europe
8898,Luxembourg,2022-10-13,15.3,8.6,11.2,LUX,Europe
8899,France,2022-12-12,2.6,-2.9,-1.0,FRA,Europe
8900,Slovenia,2023-08-05,16.4,13.9,15.1,SVN,Europe
8901,Hungary,2022-12-06,5.6,3.5,5.0,HUN,Europe
8902,"Moldova, Republic of",2022-12-02,2.6,0.1,1.4,MDA,Europe
8903,Norway,2022-12-29,-5.1,-9.6,-7.3,NOR,Europe
8904,Ireland,2023-03-10,4.2,-1.7,1.8,IRL,Europe
8905,Montenegro,2022-12-28,13.7,6.8,10.1,MNE,Europe
8906,Ireland,2023-08-04,16.3,10.3,13.7,IRL,Europe
8907,Ireland,2023-06-24,22.4,16.3,19.2,IRL,Europe
8908,Ireland,2022-11-10,16.6,13.4,15.3,IRL,Europe
8909,Andorra,2023-01-18,-4.9,-11.0,-7.8,AND,Europe
8910,Bosnia and Herzegovina,2022-12-17,9.5,1.2,5.2,BIH,Europe
8911,Hungary,2023-02-16,9.0,0.2,3.6,HUN,Europe
8912,Monaco,2023-07-29,24.8,21.8,23.1,MCO,Europe
8913,Austria,2023-05-10,16.7,8.2,12.5,AUT,Europe
8914,Norway,2022-10-02,2.4,0.8,1.7,NOR,Europe
8915,Montenegro,2023-06-21,30.2,20.1,25.1,MNE,Europe
8916,Norway,2023-07-29,20.6,10.3,15.1,NOR,Europe
8917,Italy,2023-07-17,39.2,22.4,30.5,ITA,Europe
8918,Germany,2022-12-14,-2.0,-4.8,-3.7,DEU,Europe
8919,Belgium,2023-02-24,5.7,1.1,3.7,BEL,Europe
8920,Germany,2022-12-20,5.3,2.3,3.6,DEU,Europe
8921,Finland,2022-11-04,9.7,9.3,9.5,FIN,Europe
8922,Monaco,2022-11-10,18.3,16.5,17.4,MCO,Europe
8923,Norway,2023-02-28,-14.5,-19.0,-16.5,NOR,Europe
8924,Bulgaria,2022-12-10,13.0,4.3,8.2,BGR,Europe
8925,Lithuania,2023-02-12,0.3,-6.3,-2.9,LTU,Europe
8926,Lithuania,2022-10-12,10.9,4.1,7.2,LTU,Europe
8927,Italy,2023-03-03,13.9,6.9,9.6,ITA,Europe
8928,Poland,2023-08-26,28.4,19.8,22.4,POL,Europe
8929,Montenegro,2023-04-14,12.2,6.8,9.6,MNE,Europe
8930,Slovenia,2023-04-03,9.7,1.3,5.8,SVN,Europe
8931,Serbia,2023-06-17,22.8,13.9,18.4,SRB,Europe
8932,Belgium,2023-04-22,15.4,5.7,10.0,BEL,Europe
8933,Norway,2023-05-12,-4.7,-6.8,-5.4,NOR,Europe
8934,Romania,2023-01-24,4.8,1.5,2.8,ROU,Europe
8935,Germany,2023-07-20,20.9,13.9,17.8,DEU,Europe
8936,Czechia,2023-06-18,26.0,12.0,19.0,CZE,Europe
8937,Italy,2023-08-29,24.1,18.8,20.8,ITA,Europe
8938,Austria,2022-11-23,5.7,1.7,3.5,AUT,Europe
8939,Romania,2022-12-01,4.3,1.7,2.7,ROU,Europe
8940,Norway,2023-04-21,-16.8,-19.6,-18.0,NOR,Europe
8941,Kosovo,2023-08-13,26.7,13.9,20.3,,
8942,Austria,2023-07-14,29.6,17.7,23.7,AUT,Europe
8943,Andorra,2023-03-27,11.6,-1.5,3.7,AND,Europe
8944,Lithuania,2022-11-03,10.3,7.2,8.2,LTU,Europe
8945,North Macedonia,2023-09-05,23.4,13.9,18.7,MKD,Europe
8946,Bosnia and Herzegovina,2023-07-07,22.7,14.9,18.2,BIH,Europe
8947,Italy,2023-01-19,10.1,5.5,7.9,ITA,Europe
8948,Albania,2023-04-20,18.1,8.4,13.3,ALB,Europe
8949,Latvia,2022-12-31,5.3,1.5,3.3,LVA,Europe
8950,Estonia,2023-03-27,2.2,-2.8,0.2,EST,Europe
8951,Denmark,2023-08-20,23.3,17.0,20.0,DNK,Europe
8952,Czechia,2022-09-19,11.1,8.1,9.3,CZE,Europe
8953,Belgium,2022-11-14,12.2,4.7,8.4,BEL,Europe
8954,Latvia,2023-04-28,11.3,1.8,6.0,LVA,Europe
8955,Germany,2023-03-03,11.7,0.1,4.5,DEU,Europe
8956,Andorra,2023-01-03,5.4,-2.0,1.6,AND,Europe
8957,Bulgaria,2023-06-20,24.8,12.8,19.2,BGR,Europe
8958,"Moldova, Republic of",2022-12-13,1.3,-2.5,0.3,MDA,Europe
8959,Albania,2023-01-04,14.2,7.5,9.9,ALB,Europe
8960,Slovakia,2023-09-13,28.3,17.9,22.4,SVK,Europe
8961,Hungary,2022-11-11,13.6,7.0,9.9,HUN,Europe
8962,Denmark,2023-09-12,20.4,15.1,18.2,DNK,Europe
8963,Denmark,2023-07-02,19.9,13.2,16.3,DNK,Europe
8964,Montenegro,2022-09-29,18.5,14.4,16.3,MNE,Europe
8965,Czechia,2023-06-23,22.0,15.7,19.3,CZE,Europe
8966,Czechia,2023-08-22,31.9,19.8,25.3,CZE,Europe
8967,Serbia,2022-11-05,16.0,11.2,14.1,SRB,Europe
8968,North Macedonia,2023-03-18,12.2,1.5,6.6,MKD,Europe
8969,Estonia,2023-03-30,1.3,-3.3,-0.9,EST,Europe
8970,Germany,2022-10-23,18.2,9.9,14.4,DEU,Europe
8971,Estonia,2022-12-02,-3.7,-7.4,-4.9,EST,Europe
8972,Spain,2023-08-01,36.6,23.6,30.0,ESP,Europe
8973,Denmark,2023-05-13,18.7,9.2,14.1,DNK,Europe
8974,Germany,2022-11-12,14.0,6.0,9.0,DEU,Europe
8975,Kosovo,2023-07-30,32.3,20.5,25.8,,
8976,Finland,2022-11-01,10.1,5.8,8.2,FIN,Europe
8977,Finland,2023-01-23,0.5,-0.4,0.0,FIN,Europe
8978,Portugal,2022-10-29,20.5,17.6,19.1,PRT,Europe
8979,Estonia,2023-04-09,9.5,-0.5,4.5,EST,Europe
8980,Ireland,2023-03-12,11.1,4.7,8.0,IRL,Europe
8981,Latvia,2023-07-19,21.1,13.0,17.0,LVA,Europe
8982,Greece,2023-03-21,17.9,12.2,14.7,GRC,Europe
8983,Czechia,2023-07-20,25.4,14.6,19.8,CZE,Europe
8984,Andorra,2023-09-10,24.6,10.5,16.6,AND,Europe
8985,Greece,2023-07-08,35.3,23.4,29.2,GRC,Europe
8986,Finland,2022-12-22,4.1,2.7,3.4,FIN,Europe
8987,Netherlands,2023-03-04,7.3,3.8,5.6,NLD,Europe
8988,Slovenia,2023-03-08,11.0,3.8,7.6,SVN,Europe
8989,Croatia,2022-11-22,6.1,2.4,4.5,HRV,Europe
8990,Latvia,2023-01-03,6.3,0.7,3.5,LVA,Europe
8991,Ireland,2023-02-17,11.7,9.2,10.6,IRL,Europe
8992,Norway,2023-03-28,0.3,-7.9,-3.3,NOR,Europe
8993,Andorra,2023-04-06,9.9,-2.8,2.9,AND,Europe
8994,Italy,2023-06-28,30.3,20.3,25.5,ITA,Europe
8995,Ireland,2023-02-14,11.1,6.3,8.5,IRL,Europe
8996,Italy,2023-04-13,17.7,9.7,13.0,ITA,Europe
8997,Andorra,2023-02-24,2.5,-4.4,-1.4,AND,Europe
8998,Portugal,2023-07-16,24.9,16.4,20.3,PRT,Europe
8999,Bulgaria,2022-12-12,9.2,1.9,4.6,BGR,Europe
9000,Norway,2023-04-15,4.5,2.0,3.0,NOR,Europe
9001,Latvia,2023-01-05,0.4,-7.7,-2.6,LVA,Europe
9002,France,2023-06-26,23.8,16.3,19.8,FRA,Europe
9003,Slovenia,2023-02-04,5.6,-1.5,1.3,SVN,Europe
9004,Germany,2023-06-20,28.3,18.6,23.6,DEU,Europe
9005,Belarus,2023-08-20,29.8,18.6,23.4,BLR,Europe
9006,Ireland,2023-08-17,18.7,14.1,16.5,IRL,Europe
9007,Portugal,2022-11-13,20.5,14.9,17.2,PRT,Europe
9008,Poland,2023-01-14,7.1,4.2,5.9,POL,Europe
9009,Luxembourg,2023-02-26,3.3,-2.2,-0.1,LUX,Europe
9010,Poland,2022-12-10,0.6,-0.6,0.0,POL,Europe
9011,Luxembourg,2023-03-25,11.3,5.7,7.6,LUX,Europe
9012,Montenegro,2023-05-31,25.0,16.1,20.3,MNE,Europe
9013,Finland,2022-09-20,11.8,8.8,10.1,FIN,Europe
9014,Finland,2023-05-09,7.7,4.9,6.1,FIN,Europe
9015,Serbia,2023-02-15,10.9,1.0,5.0,SRB,Europe
9016,Montenegro,2023-06-04,24.0,16.4,20.3,MNE,Europe
9017,Estonia,2023-03-10,2.0,-11.5,-4.9,EST,Europe
9018,Portugal,2023-03-24,19.3,12.1,15.7,PRT,Europe
9019,Croatia,2023-07-23,29.8,17.3,22.7,HRV,Europe
9020,Netherlands,2023-03-02,11.9,0.6,4.5,NLD,Europe
9021,Austria,2023-06-11,21.5,13.6,17.3,AUT,Europe
9022,Monaco,2023-05-15,18.9,12.4,15.8,MCO,Europe
9023,Netherlands,2023-07-29,22.4,15.8,18.3,NLD,Europe
9024,Montenegro,2023-04-13,18.4,7.6,12.7,MNE,Europe
9025,Netherlands,2023-01-31,8.1,3.6,6.1,NLD,Europe
9026,North Macedonia,2023-06-19,25.0,12.4,19.7,MKD,Europe
9027,Netherlands,2023-05-30,14.7,8.3,12.1,NLD,Europe
9028,Austria,2023-07-01,23.8,16.7,19.9,AUT,Europe
9029,Luxembourg,2022-12-14,0.0,-3.0,-1.8,LUX,Europe
9030,Norway,2023-08-12,20.0,11.6,15.3,NOR,Europe
9031,Latvia,2023-07-26,21.4,13.3,17.2,LVA,Europe
9032,Hungary,2022-12-19,1.4,-1.3,-0.3,HUN,Europe
9033,Finland,2022-11-05,9.8,8.6,9.1,FIN,Europe
9034,Montenegro,2023-08-10,27.3,19.0,22.8,MNE,Europe
9035,Portugal,2023-08-02,27.8,18.7,22.7,PRT,Europe
9036,Albania,2023-05-12,20.9,11.5,16.1,ALB,Europe
9037,Romania,2022-11-07,16.7,10.6,13.7,ROU,Europe
9038,Estonia,2022-11-18,2.0,-1.2,0.2,EST,Europe
9039,Slovakia,2023-05-24,18.1,12.0,15.1,SVK,Europe
9040,Ireland,2023-07-30,17.1,13.6,15.3,IRL,Europe
9041,Andorra,2022-09-16,15.6,8.5,11.4,AND,Europe
9042,Denmark,2023-03-04,4.5,-0.9,2.2,DNK,Europe
9043,Portugal,2023-06-11,24.0,16.6,20.1,PRT,Europe
9044,Bulgaria,2023-04-28,14.3,0.7,7.7,BGR,Europe
9045,Serbia,2022-12-14,3.8,-1.6,1.4,SRB,Europe
9046,Italy,2022-10-13,23.3,16.4,19.5,ITA,Europe
9047,Finland,2023-08-06,18.7,16.7,17.3,FIN,Europe
9048,Denmark,2023-01-31,5.3,2.2,3.6,DNK,Europe
9049,Bulgaria,2023-05-26,20.9,10.7,15.7,BGR,Europe
9050,Finland,2023-04-05,2.7,-0.3,0.9,FIN,Europe
9051,Romania,2023-02-27,8.1,4.6,5.7,ROU,Europe
9052,France,2023-08-08,22.8,13.6,18.2,FRA,Europe
9053,Finland,2023-03-04,0.9,-2.7,-1.8,FIN,Europe
9054,Spain,2023-01-04,13.3,2.2,7.0,ESP,Europe
9055,Serbia,2022-12-18,4.2,0.8,2.6,SRB,Europe
9056,Bulgaria,2023-02-04,3.5,-2.3,0.5,BGR,Europe
9057,Latvia,2022-09-22,13.3,7.3,10.5,LVA,Europe
9058,Bosnia and Herzegovina,2023-09-01,24.3,11.2,16.9,BIH,Europe
9059,Norway,2023-05-08,-2.8,-6.5,-4.5,NOR,Europe
9060,Poland,2023-04-20,17.9,8.3,12.9,POL,Europe
9061,Belgium,2023-06-02,19.8,8.0,13.8,BEL,Europe
9062,Estonia,2023-05-26,14.4,7.5,10.6,EST,Europe
9063,Slovakia,2022-09-25,17.5,9.4,13.2,SVK,Europe
9064,"Moldova, Republic of",2023-06-16,28.7,18.7,23.4,MDA,Europe
9065,Luxembourg,2023-04-12,9.7,4.8,7.3,LUX,Europe
9066,Finland,2023-07-07,19.6,13.0,15.9,FIN,Europe
9067,Portugal,2023-08-31,26.6,17.5,21.2,PRT,Europe
9068,Finland,2023-09-11,20.3,15.1,17.3,FIN,Europe
9069,Finland,2023-06-21,25.2,16.8,21.1,FIN,Europe
9070,Czechia,2023-02-22,13.6,6.3,9.3,CZE,Europe
9071,Romania,2023-04-17,12.6,9.2,10.8,ROU,Europe
9072,Denmark,2022-10-16,16.0,10.2,13.0,DNK,Europe
9073,Andorra,2023-07-09,25.8,13.2,19.5,AND,Europe
9074,Andorra,2023-06-03,14.3,3.3,8.5,AND,Europe
9075,Kosovo,2023-02-14,5.3,-2.0,0.8,,
9076,Latvia,2023-01-27,2.1,-2.0,0.5,LVA,Europe
9077,Finland,2023-06-04,10.9,8.0,9.2,FIN,Europe
9078,Greece,2023-08-02,36.5,24.5,29.7,GRC,Europe
9079,Lithuania,2023-07-30,21.6,14.0,17.2,LTU,Europe
9080,Slovenia,2022-10-06,20.5,10.5,14.7,SVN,Europe
9081,Hungary,2022-12-15,3.6,0.2,1.9,HUN,Europe
9082,Germany,2023-02-22,10.5,5.2,7.7,DEU,Europe
9083,Denmark,2023-01-09,5.8,4.9,5.4,DNK,Europe
9084,Bosnia and Herzegovina,2023-03-19,15.0,2.6,8.6,BIH,Europe
9085,Portugal,2023-05-20,24.4,15.2,19.0,PRT,Europe
9086,Bosnia and Herzegovina,2023-03-08,9.6,1.2,5.0,BIH,Europe
9087,Czechia,2023-02-11,4.5,0.1,2.3,CZE,Europe
9088,Croatia,2023-05-02,14.3,11.3,12.4,HRV,Europe
9089,Bulgaria,2022-12-14,3.8,-4.0,-0.7,BGR,Europe
9090,Poland,2023-04-25,12.4,7.4,10.4,POL,Europe
9091,Belgium,2023-05-26,19.3,6.9,13.3,BEL,Europe
9092,Italy,2023-02-03,15.4,4.1,9.2,ITA,Europe
9093,Norway,2023-02-10,-10.4,-12.6,-11.6,NOR,Europe
9094,Portugal,2022-12-30,18.2,15.3,16.5,PRT,Europe
9095,Kosovo,2023-06-25,22.8,16.1,19.0,,
9096,Bosnia and Herzegovina,2023-08-16,24.2,14.7,19.5,BIH,Europe
9097,Norway,2022-09-24,4.1,1.3,2.4,NOR,Europe
9098,Monaco,2022-10-08,20.1,17.2,19.0,MCO,Europe
9099,Austria,2023-09-09,30.3,16.8,23.3,AUT,Europe
9100,Slovenia,2023-03-28,10.1,-1.6,3.2,SVN,Europe
9101,Hungary,2023-04-22,18.1,7.7,13.4,HUN,Europe
9102,France,2023-08-07,21.3,12.2,16.8,FRA,Europe
9103,Monaco,2022-12-27,16.1,11.0,12.9,MCO,Europe
9104,"Moldova, Republic of",2023-01-27,2.7,-1.6,0.3,MDA,Europe
9105,Germany,2022-12-13,-2.0,-5.6,-3.9,DEU,Europe
9106,North Macedonia,2023-08-26,34.6,20.9,27.4,MKD,Europe
9107,Luxembourg,2023-08-19,27.9,18.6,22.6,LUX,Europe
9108,North Macedonia,2022-12-12,9.3,4.3,6.7,MKD,Europe
9109,Romania,2022-12-19,2.8,-2.8,0.3,ROU,Europe
9110,Italy,2022-10-26,27.0,15.4,20.4,ITA,Europe
9111,Latvia,2023-07-28,21.5,11.1,16.5,LVA,Europe
9112,Netherlands,2023-08-16,23.5,13.6,18.3,NLD,Europe
9113,Estonia,2023-08-24,19.1,13.1,16.0,EST,Europe
9114,Bosnia and Herzegovina,2023-04-20,13.3,2.6,8.6,BIH,Europe
9115,"Moldova, Republic of",2023-06-22,29.6,18.7,24.3,MDA,Europe
9116,Norway,2023-03-20,1.8,-3.3,0.4,NOR,Europe
9117,North Macedonia,2022-10-13,15.8,11.8,13.6,MKD,Europe
9118,Bulgaria,2023-05-02,17.9,5.4,11.5,BGR,Europe
9119,Finland,2023-05-28,11.8,9.5,10.3,FIN,Europe
9120,Greece,2022-10-29,21.5,13.5,16.8,GRC,Europe
9121,North Macedonia,2023-03-10,13.8,9.0,11.1,MKD,Europe
9122,"Moldova, Republic of",2023-01-03,13.7,4.8,8.2,MDA,Europe
9123,North Macedonia,2023-08-09,26.6,12.7,20.2,MKD,Europe
9124,Romania,2023-03-19,12.6,4.6,8.3,ROU,Europe
9125,Denmark,2023-05-10,15.0,8.7,11.9,DNK,Europe
9126,Norway,2023-04-30,-4.3,-12.8,-6.5,NOR,Europe
9127,North Macedonia,2023-01-06,11.8,2.5,6.6,MKD,Europe
9128,Slovenia,2023-01-22,-0.2,-3.8,-1.9,SVN,Europe
9129,Luxembourg,2023-07-04,24.1,9.5,17.0,LUX,Europe
9130,Hungary,2023-08-21,33.4,21.9,28.0,HUN,Europe
9131,Latvia,2023-06-09,20.6,11.7,16.0,LVA,Europe
9132,Serbia,2022-10-13,21.2,11.7,15.8,SRB,Europe
9133,Belgium,2023-02-25,7.4,1.2,3.7,BEL,Europe
9134,Austria,2023-02-25,9.3,2.4,6.0,AUT,Europe
9135,Netherlands,2023-04-28,14.4,7.1,10.6,NLD,Europe
9136,Ireland,2022-11-18,8.7,4.5,6.6,IRL,Europe
9137,Finland,2023-06-14,22.3,10.5,17.8,FIN,Europe
9138,Denmark,2023-04-10,9.8,3.5,6.9,DNK,Europe
9139,Austria,2022-10-26,17.2,9.8,13.3,AUT,Europe
9140,Montenegro,2022-09-17,22.7,18.9,20.5,MNE,Europe
9141,Spain,2023-01-11,10.1,5.4,7.2,ESP,Europe
9142,Germany,2022-10-19,14.4,7.5,10.8,DEU,Europe
9143,Poland,2023-08-11,22.8,13.5,18.2,POL,Europe
9144,Albania,2022-09-17,26.1,19.1,22.5,ALB,Europe
9145,Finland,2023-08-01,17.6,16.1,17.0,FIN,Europe
9146,Lithuania,2023-06-07,25.2,10.4,18.2,LTU,Europe
9147,North Macedonia,2023-05-10,12.1,9.9,10.8,MKD,Europe
9148,Germany,2022-10-12,16.5,7.6,11.3,DEU,Europe
9149,France,2023-01-28,4.9,0.0,2.2,FRA,Europe
9150,Latvia,2023-08-22,22.0,15.1,18.1,LVA,Europe
9151,Latvia,2022-11-16,4.9,1.1,3.0,LVA,Europe
9152,Montenegro,2022-12-07,13.5,9.9,11.7,MNE,Europe
9153,Greece,2023-07-14,42.6,27.1,34.2,GRC,Europe
9154,Czechia,2023-02-13,8.6,2.1,4.8,CZE,Europe
9155,Montenegro,2023-08-14,31.8,17.9,25.0,MNE,Europe
9156,Luxembourg,2022-12-31,14.5,11.6,12.9,LUX,Europe
9157,France,2023-02-15,12.9,1.7,6.3,FRA,Europe
9158,Denmark,2023-08-03,19.4,15.2,17.0,DNK,Europe
9159,Bosnia and Herzegovina,2023-04-15,10.5,2.7,6.1,BIH,Europe
9160,Norway,2022-10-05,13.4,10.3,12.0,NOR,Europe
9161,Romania,2023-06-05,25.7,13.1,19.3,ROU,Europe
